[2026-04-23 22:00:50] === Swingbench Oracle Load Generation ===
[2026-04-23 22:00:50] Connect string: //localhost:1521/FREEPDB1
[2026-04-23 22:00:50] Schema: soe
[2026-04-23 22:00:50] Users: 4
[2026-04-23 22:00:50] Scale: 1
[2026-04-23 22:00:50] Runtime: 900 seconds (0:15)
[2026-04-23 22:00:50] Config file: /tmp/SOE_Server_Side_V2.xml
[2026-04-23 22:00:50] Dropping existing Swingbench schema if present
[2026-04-23 22:00:52] Creating Swingbench SOE schema
[33;1mSwingBench Wizard[m
[34mAuthor  :[m	[34;1mDominic Giles[m
[34mVersion :[m	[34;1m2.7.0.1561[m

[37;2mRunning in Lights Out Mode using config file : ../wizardconfigs/oewizard.xml[m

[33;1mData Generation Runtime Metrics[m
+-------------------------+-------------+
|[1;33m Description             [m|[1;36m Value       [m|
+-------------------------+-------------+
|[33m Connection Time         [m|[1;36m 0:00:00.002 [m|
|[33m Data Generation Time    [m|[1;36m 0:00:48.407 [m|
|[33m DDL Creation Time       [m|[1;36m 0:01:00.455 [m|
|[33m Total Run Time          [m|[1;36m 0:01:48.867 [m|
|[33m Rows Inserted per sec   [m|[1;36m 327,736     [m|
|[33m Actual Rows Generated   [m|[1;36m 15,886,269  [m|
|[33m Commits Completed       [m|[1;36m 1,071       [m|
|[33m Batch Updates Completed [m|[1;36m 79,719      [m|
+-------------------------+-------------+

[33;1mValidation Report [m
[32mThe schema appears to have been created[m [32;1msuccessfully.[m

[33;1mValid Objects[m
[32;1mValid Tables :[m [36m'ORDERS','ORDER_ITEMS','CUSTOMERS','WAREHOUSES','ORDERENTRY_METADATA','INVENTORIES','PRODUCT_INFORMATION','PRODUCT_DESCRIPTIONS','ADDRESSES','CARD_DETAILS'[m[32;1m
Valid Indexes :[m [36m'PRD_DESC_PK','PROD_NAME_IX','PRODUCT_INFORMATION_PK','PROD_SUPPLIER_IX','PROD_CATEGORY_IX','INVENTORY_PK','INV_PRODUCT_IX','INV_WAREHOUSE_IX','ORDER_PK','ORD_SALES_REP_IX','ORD_CUSTOMER_IX','ORD_ORDER_DATE_IX','ORD_WAREHOUSE_IX','ORDER_ITEMS_PK','ITEM_ORDER_IX','ITEM_PRODUCT_IX','WAREHOUSES_PK','WHS_LOCATION_IX','CUSTOMERS_PK','CUST_EMAIL_IX','CUST_ACCOUNT_MANAGER_IX','CUST_FUNC_LOWER_NAME_IX','ADDRESS_PK','ADDRESS_CUST_IX','CARD_DETAILS_PK','CARDDETAILS_CUST_IX'[m[32;1m
Valid Views :[m [36m'PRODUCTS','PRODUCT_PRICES'[m[32;1m
Valid Sequences :[m [36m'CUSTOMER_SEQ','ORDERS_SEQ','ADDRESS_SEQ','LOGON_SEQ','CARD_DETAILS_SEQ'[m[32;1m
Valid Code :[m [36m'ORDERENTRY'[m
[36;1mSchema Created[m
[2026-04-23 22:02:43] Running charbench workload
Swingbench 
Author  :  	 Dominic Giles 
Version :  	 2.7.0.1561  

Results will be written to /tmp/swingbench/results.xml 
Expected Benchmark Runtime is set to 15 minutes. 

Time      Users       TPM      TPS     Errors   NCR    UCD    BP     OP     PO     BO     SQ     WQ     WA     
22:02:43  [0/4]       0        0       0        0      0      0      0      0      0      0      0      0      
22:02:45  [4/4]       1205     1205    0        2      2      1      5      1      1      0      0      0      
22:02:46  [4/4]       3346     2141    0        1      0      1      4      1      1      0      0      0      
22:02:47  [4/4]       4372     1026    0        1      0      1      4      1      1      0      0      0      
22:02:48  [4/4]       5708     1336    0        7      0      4      6      1      1      0      0      0      
22:02:49  [4/4]       6884     1176    0        8      0      1      6      1      1      0      0      0      
22:02:50  [4/4]       8078     1194    0        4      0      2      6      1      1      0      0      0      
22:02:51  [4/4]       9860     1782    0        1      0      1      4      1      1      0      0      0      
22:02:52  [4/4]       11581    1721    0        1      0      1      6      1      1      0      0      0      
22:02:53  [4/4]       12645    1064    0        6      0      1      8      1      1      0      0      0      
22:02:54  [4/4]       13423    778     0        8      0      5      6      1      1      0      0      0      
22:02:55  [4/4]       14443    1020    0        1      0      1      4      1      1      0      0      0      
22:02:56  [4/4]       16371    1928    0        1      4      1      7      1      1      0      0      0      
22:02:57  [4/4]       17881    1510    0        1      0      2      7      1      1      0      0      0      
22:02:58  [4/4]       19291    1410    0        1      0      1      7      1      1      0      0      0      
22:02:59  [4/4]       20449    1158    0        1      0      1      9      1      1      0      0      0      
22:03:00  [4/4]       21894    1445    0        1      0      1      4      1      1      0      0      0      
22:03:01  [4/4]       23709    1815    0        3      0      1      6      1      1      0      0      0      
22:03:02  [4/4]       25137    1428    0        1      0      1      8      1      1      0      0      0      
22:03:03  [4/4]       26364    1227    0        4      0      2      6      1      1      0      0      0      
22:03:04  [4/4]       27594    1230    0        1      0      2      7      1      1      0      0      0      
22:03:05  [4/4]       29240    1646    0        1      0      1      4      1      1      0      0      0      
22:03:06  [4/4]       31066    1826    0        1      0      2      5      1      1      0      0      0      
22:03:07  [4/4]       32271    1205    0        5      0      1      7      1      1      0      0      0      
22:03:08  [4/4]       33424    1153    0        1      0      1      9      1      1      0      0      0      
22:03:09  [4/4]       34714    1290    0        1      0      1      4      1      1      0      0      0      
22:03:10  [4/4]       36620    1906    0        1      0      3      4      1      1      0      0      0      
22:03:11  [4/4]       38379    1759    0        1      0      1      7      1      1      0      0      0      
22:03:12  [4/4]       39648    1269    0        1      0      2      6      1      11     0      0      0      
22:03:13  [4/4]       40940    1292    0        4      0      3      5      1      1      0      0      0      
22:03:14  [4/4]       42403    1463    0        1      0      1      4      1      1      0      0      0      
22:03:15  [4/4]       44455    2052    0        1      0      1      6      6      1      0      0      0      
22:03:16  [4/4]       46009    1554    0        1      0      2      6      1      1      0      0      0      
22:03:17  [4/4]       47233    1224    0        4      0      1      7      1      1      0      0      0      
22:03:18  [4/4]       48474    1241    0        1      0      3      6      1      1      0      0      0      
22:03:19  [4/4]       50167    1693    0        1      0      1      4      1      1      0      0      0      
22:03:20  [4/4]       52010    1843    0        1      0      1      6      1      1      0      0      0      
22:03:21  [4/4]       53190    1180    0        1      0      2      7      1      1      0      0      0      
22:03:22  [4/4]       54457    1267    0        1      0      1      8      1      1      0      0      0      
22:03:23  [4/4]       55874    1417    0        1      0      1      6      1      1      0      0      0      
22:03:24  [4/4]       57664    1790    0        1      0      1      4      1      1      0      0      0      
22:03:25  [4/4]       59529    1865    0        1      0      3      4      1      1      0      0      0      
22:03:26  [4/4]       60760    1231    0        5      0      3      5      1      1      0      0      0      
22:03:27  [4/4]       61918    1158    0        1      0      2      8      1      1      0      0      0      
22:03:28  [4/4]       63237    1319    0        1      0      1      4      1      1      0      0      0      
22:03:29  [4/4]       65071    1834    0        1      0      2      5      1      1      0      0      0      
22:03:30  [4/4]       66653    1582    0        1      0      2      7      1      1      0      0      0      
22:03:31  [4/4]       67860    1207    0        1      0      1      8      1      1      0      0      0      
22:03:32  [4/4]       69134    1274    0        1      0      3      5      1      1      0      0      0      
22:03:33  [4/4]       70764    1630    0        1      0      1      4      1      1      0      0      0      
22:03:34  [4/4]       72623    1859    0        6      0      1      4      1      1      0      0      0      
22:03:35  [4/4]       73919    1296    0        1      5      2      6      1      1      0      0      0      
22:03:36  [4/4]       75306    1387    0        1      0      1      6      1      0      0      0      0      
22:03:37  [4/4]       76518    1212    0        4      0      2      5      1      11     0      0      0      
22:03:38  [4/4]       78243    1725    0        1      0      1      4      1      1      0      0      0      
22:03:39  [4/4]       80172    1929    0        1      0      1      7      1      1      0      0      0      
22:03:40  [4/4]       81444    1272    0        4      4      2      5      1      1      0      0      0      
22:03:41  [4/4]       82652    1208    0        4      0      4      4      1      1      0      0      0      
22:03:42  [4/4]       83919    1267    0        1      0      1      4      1      1      0      0      0      
22:03:43  [4/4]       85826    1907    0        1      0      1      5      8      1      0      0      0      
22:03:44  [4/4]       87429    1603    0        1      0      1      8      1      1      0      0      0      
22:03:45  [4/4]       87449    1225    0        1      0      1      9      1      1      0      0      0      
22:03:46  [4/4]       86600    1292    0        1      0      2      7      1      1      0      0      0      
22:03:47  [4/4]       87091    1517    0        1      0      1      4      1      1      0      0      0      
22:03:48  [4/4]       87611    1856    0        1      3      1      6      1      1      0      0      0      
22:03:49  [4/4]       87939    1504    0        1      0      1      7      1      1      0      0      0      
22:03:50  [4/4]       87868    1123    0        1      0      1      9      1      1      0      0      0      
22:03:51  [4/4]       87295    1209    0        1      0      1      9      1      1      0      0      0      
22:03:52  [4/4]       87270    1696    0        1      0      1      4      1      1      0      0      0      
22:03:53  [4/4]       87940    1734    0        3      0      1      6      1      1      0      0      0      
22:03:54  [4/4]       88426    1264    0        5      0      2      6      1      1      0      0      0      
22:03:55  [4/4]       88635    1229    0        4      0      1      7      1      1      0      0      0      
22:03:56  [4/4]       88061    1354    0        1      0      1      3      1      1      0      0      0      
22:03:57  [4/4]       88353    1802    0        7      0      1      5      1      1      0      0      0      
22:03:58  [4/4]       88681    1738    0        3      0      1      6      1      1      0      0      0      
22:03:59  [4/4]       88826    1303    0        1      0      3      5      12     0      0      0      0      
22:04:00  [4/4]       88584    1203    0        1      0      1      9      1      1      0      0      0      
22:04:01  [4/4]       88283    1514    0        1      0      1      4      1      1      0      0      0      
22:04:02  [4/4]       88706    1851    0        1      0      1      6      1      1      0      0      0      
22:04:03  [4/4]       88977    1498    0        1      0      1      8      1      1      0      0      0      
22:04:04  [4/4]       88909    1162    0        1      6      1      7      1      1      0      0      0      
22:04:05  [4/4]       88444    1181    0        5      0      1      7      1      1      0      0      0      
22:04:06  [4/4]       88276    1658    0        1      0      1      4      1      1      0      0      0      
22:04:07  [4/4]       88913    1842    0        1      0      3      4      1      1      0      0      0      
22:04:08  [4/4]       89050    1290    0        5      0      2      6      1      1      0      0      0      
22:04:09  [4/4]       88974    1214    0        1      0      2      7      1      1      0      0      0      
22:04:10  [4/4]       88314    1246    0        1      0      1      3      1      1      0      0      0      
22:04:11  [4/4]       88454    1899    0        1      0      2      5      1      1      0      0      0      
22:04:12  [4/4]       88890    1705    0        4      0      1      6      1      1      0      0      0      
22:04:13  [4/4]       88813    1215    0        1      0      1      8      1      1      0      0      0      
22:04:14  [4/4]       88730    1380    0        1      0      1      6      1      1      0      0      0      
22:04:15  [4/4]       88038    1360    0        1      0      1      4      1      1      0      0      0      
22:04:16  [4/4]       88296    1812    0        5      0      1      5      1      1      0      0      0      
22:04:17  [4/4]       88641    1569    0        1      0      2      6      1      1      0      0      0      
22:04:18  [4/4]       88624    1224    0        1      0      1      9      1      1      0      0      0      
22:04:19  [4/4]       88146    1215    0        8      0      2      4      1      11     0      0      0      
22:04:20  [4/4]       87929    1626    0        1      0      1      4      1      1      0      0      0      
22:04:21  [4/4]       88584    1835    0        1      0      1      6      7      1      0      0      0      
22:04:22  [4/4]       88672    1355    0        1      0      1      7      11     1      0      0      0      
22:04:23  [4/4]       88500    1245    0        1      0      2      7      1      1      0      0      0      
22:04:24  [4/4]       87991    1281    0        1      0      1      4      1      1      0      0      0      
22:04:25  [4/4]       87942    1816    0        1      0      2      5      1      1      0      0      0      
22:04:26  [4/4]       88387    1676    0        4      0      1      6      1      1      0      0      0      
22:04:27  [4/4]       88530    1301    0        1      0      2      6      1      7      0      0      0      
22:04:28  [4/4]       88490    1279    0        1      0      1      8      1      1      0      0      0      
22:04:29  [4/4]       87996    1340    0        1      0      1      4      1      1      0      0      0      
22:04:30  [4/4]       88382    1968    0        3      0      1      6      1      1      0      0      0      
22:04:31  [4/4]       88842    1667    0        1      0      2      5      1      1      0      0      0      
22:04:32  [4/4]       88782    1214    0        7      0      1      6      1      1      0      0      0      
22:04:33  [4/4]       88342    1190    0        1      0      1      8      1      1      0      0      0      
22:04:34  [4/4]       88029    1546    0        1      0      1      4      1      1      0      0      0      
22:04:35  [4/4]       88535    1802    0        1      0      1      6      1      1      0      0      0      
22:04:36  [4/4]       88575    1427    0        1      0      1      8      1      1      0      0      0      
22:04:37  [4/4]       88707    1344    0        1      0      1      9      1      1      0      0      0      
22:04:38  [4/4]       88193    1211    0        1      0      1      6      1      1      0      0      0      
22:04:39  [4/4]       88137    1873    0        1      0      1      5      1      1      0      0      0      
22:04:40  [4/4]       88706    1841    0        1      0      1      6      1      1      0      0      0      
22:04:41  [4/4]       88734    1236    0        1      0      2      7      1      1      0      0      0      
22:04:42  [4/4]       88622    1155    0        1      0      3      6      1      1      0      0      0      
22:04:43  [4/4]       87987    1272    0        1      0      1      4      1      1      0      0      0      
22:04:44  [4/4]       88241    1857    0        1      0      1      7      1      1      0      0      0      
22:04:45  [4/4]       88716    1700    0        3      0      1      7      1      1      0      0      0      
22:04:46  [4/4]       88683    1259    0        1      0      2      7      1      1      0      0      0      
22:04:47  [4/4]       88388    1222    0        1      0      2      6      9      1      0      0      0      
22:04:48  [4/4]       88043    1511    0        1      0      1      4      1      1      0      0      0      
22:04:49  [4/4]       88424    1885    0        1      0      1      6      1      1      0      0      0      
22:04:50  [4/4]       88619    1318    0        1      0      1      8      1      1      0      0      0      
22:04:51  [4/4]       88671    1261    0        4      0      2      6      1      1      0      0      0      
22:04:52  [4/4]       88332    1357    0        1      0      1      7      1      1      0      0      0      
22:04:53  [4/4]       88124    1526    0        1      0      1      4      1      1      0      0      0      
22:04:54  [4/4]       88772    1912    0        1      0      2      5      1      1      0      0      0      
22:04:55  [4/4]       88812    1269    0        4      0      1      7      1      1      0      0      0      
22:04:56  [4/4]       88738    1280    0        1      6      1      7      1      1      0      0      0      
22:04:57  [4/4]       88221    1285    0        1      0      1      3      1      1      0      0      0      
22:04:58  [4/4]       88377    1894    0        3      0      1      6      1      1      0      0      0      
22:04:59  [4/4]       88801    1727    0        1      0      1      7      1      1      0      0      0      
22:05:00  [4/4]       88791    1193    0        5      5      1      6      1      1      0      0      0      
22:05:01  [4/4]       88515    1238    0        1      0      2      7      1      1      0      0      0      
22:05:02  [4/4]       88102    1438    0        1      0      1      4      1      1      0      0      0      
22:05:03  [4/4]       88522    1918    0        1      0      1      7      1      1      0      0      0      
22:05:04  [4/4]       88790    1430    0        4      0      2      6      1      1      0      0      0      
22:05:05  [4/4]       88912    1303    0        1      0      1      8      1      1      0      0      0      
22:05:06  [4/4]       88374    1120    0        1      0      3      6      1      1      0      0      0      
22:05:07  [4/4]       88168    1636    0        1      0      1      4      1      1      0      0      0      
22:05:08  [4/4]       88778    1900    0        3      0      2      4      1      1      0      0      0      
22:05:09  [4/4]       88966    1402    0        1      0      2      7      1      1      0      0      0      
22:05:10  [4/4]       88909    1189    0        1      0      1      9      1      1      0      0      0      
22:05:11  [4/4]       88222    1212    0        1      0      1      4      1      1      0      0      0      
22:05:12  [4/4]       88323    1806    0        1      4      1      6      1      1      0      0      0      
22:05:13  [4/4]       88828    1720    0        1      0      1      6      1      1      0      0      0      
22:05:14  [4/4]       88665    1217    0        5      0      2      6      1      1      0      0      0      
22:05:15  [4/4]       88483    1178    0        1      0      1      9      1      1      0      0      0      
22:05:16  [4/4]       88108    1437    0        1      0      1      4      1      1      0      0      0      
22:05:17  [4/4]       88427    1888    0        3      0      1      5      1      1      0      0      0      
22:05:18  [4/4]       88816    1613    0        3      0      1      5      9      1      0      0      0      
22:05:19  [4/4]       88811    1210    0        1      0      1      9      1      1      0      0      0      
22:05:20  [4/4]       88467    1282    0        4      0      1      7      1      1      0      0      0      
22:05:21  [4/4]       88113    1481    0        1      0      1      4      1      1      0      0      0      
22:05:22  [4/4]       88595    1837    0        4      0      1      6      1      1      0      0      0      
22:05:23  [4/4]       88694    1344    0        1      0      2      7      1      1      0      0      0      
22:05:24  [4/4]       88617    1204    0        1      0      1      8      1      1      0      0      0      
22:05:25  [4/4]       88006    1205    0        1      0      3      6      1      1      0      0      0      
22:05:26  [4/4]       88034    1704    0        1      0      1      4      1      1      0      0      0      
22:05:27  [4/4]       88486    1753    0        1      0      1      6      1      1      0      0      0      
22:05:28  [4/4]       88432    1225    0        1      0      1      7      1      9      0      0      0      
22:05:29  [4/4]       88265    1173    0        1      5      1      7      1      1      0      0      0      
22:05:30  [4/4]       87672    1375    0        1      0      1      4      1      1      0      0      0      
22:05:31  [4/4]       87893    1888    0        1      0      1      6      1      1      0      0      0      
22:05:32  [4/4]       88362    1683    0        1      4      1      7      1      1      0      0      0      
22:05:33  [4/4]       88375    1203    0        5      0      2      6      1      1      0      0      0      
22:05:34  [4/4]       88107    1278    0        1      0      1      9      1      1      0      0      0      
22:05:35  [4/4]       87825    1520    0        1      0      1      4      1      1      0      0      0      
22:05:36  [4/4]       88239    1841    0        1      0      1      6      1      1      0      0      0      
22:05:37  [4/4]       88352    1457    0        4      0      2      6      1      1      0      0      0      
22:05:38  [4/4]       88389    1248    0        1      0      1      5      22     1      0      0      0      
22:05:39  [4/4]       87739    1223    0        1      0      2      7      1      1      0      0      0      
22:05:40  [4/4]       87654    1756    0        1      0      1      4      1      1      0      0      0      
22:05:41  [4/4]       88274    1856    0        3      0      1      5      1      1      0      0      0      
22:05:42  [4/4]       88354    1235    0        1      0      3      6      1      1      0      0      0      
22:05:43  [4/4]       88429    1347    0        1      0      2      6      1      1      0      0      0      
22:05:44  [4/4]       87767    1195    0        1      0      1      4      1      1      0      0      0      
22:05:45  [4/4]       87969    1902    0        1      0      1      6      1      1      0      0      0      
22:05:46  [4/4]       88487    1777    0        3      0      1      6      1      7      0      0      0      
22:05:47  [4/4]       88438    1173    0        1      0      1      9      1      1      0      0      0      
22:05:48  [4/4]       88236    1309    0        1      0      2      6      1      1      0      0      0      
22:05:49  [4/4]       87864    1513    0        1      0      1      4      1      1      0      0      0      
22:05:50  [4/4]       88431    1885    0        1      3      1      5      1      1      0      0      0      
22:05:51  [4/4]       88509    1339    0        1      0      2      7      1      1      0      0      0      
22:05:52  [4/4]       88393    1241    0        5      0      2      6      1      1      0      0      0      
22:05:53  [4/4]       88020    1153    0        1      0      2      8      1      1      0      0      0      
22:05:54  [4/4]       87854    1746    0        1      0      1      4      1      1      0      0      0      
22:05:55  [4/4]       88372    1787    0        1      3      1      6      1      1      0      0      0      
22:05:56  [4/4]       88532    1440    0        3      0      1      6      1      1      0      0      0      
22:05:57  [4/4]       88494    1247    0        1      0      1      8      1      1      0      0      0      
22:05:58  [4/4]       87797    1197    0        1      0      1      4      1      1      0      0      0      
22:05:59  [4/4]       87912    1842    0        3      0      1      5      1      1      0      0      0      
22:06:00  [4/4]       88457    1738    0        1      0      2      5      1      1      0      0      0      
22:06:01  [4/4]       88401    1182    0        1      0      2      7      1      1      0      0      0      
22:06:02  [4/4]       88232    1269    0        1      0      1      9      1      1      0      0      0      
22:06:03  [4/4]       87728    1414    0        1      0      1      4      1      1      0      0      0      
22:06:04  [4/4]       88073    1775    0        1      0      1      7      1      1      0      0      0      
22:06:05  [4/4]       88226    1456    0        4      0      2      6      1      1      0      0      0      
22:06:06  [4/4]       88224    1118    0        1      0      1      9      1      1      0      0      0      
22:06:07  [4/4]       87853    1265    0        4      0      2      5      9      1      0      0      0      
22:06:08  [4/4]       87658    1705    0        1      0      1      4      1      1      0      0      0      
22:06:09  [4/4]       88191    1935    0        1      0      2      5      1      1      0      0      0      
22:06:10  [4/4]       88321    1319    0        4      0      2      6      1      1      0      0      0      
22:06:11  [4/4]       88385    1276    0        1      0      2      8      1      1      0      0      0      
22:06:12  [4/4]       87823    1244    0        4      0      3      5      1      1      0      0      0      
22:06:13  [4/4]       87855    1752    0        1      0      1      4      1      1      0      0      0      
22:06:14  [4/4]       88384    1746    0        1      0      2      6      1      1      0      0      0      
22:06:15  [4/4]       88463    1257    0        1      0      1      9      1      1      0      0      0      
22:06:16  [4/4]       88272    1246    0        1      0      1      7      12     1      0      0      0      
22:06:17  [4/4]       87780    1396    0        1      0      1      4      1      1      0      0      0      
22:06:18  [4/4]       87896    1729    0        1      0      1      5      1      8      0      0      0      
22:06:19  [4/4]       88162    1476    0        1      0      2      7      1      1      0      0      0      
22:06:20  [4/4]       88108    1228    0        1      0      2      7      1      1      0      0      0      
22:06:21  [4/4]       88036    1409    0        3      0      1      6      1      1      0      0      0      
22:06:22  [4/4]       87686    1487    0        1      0      1      4      1      1      0      0      0      
22:06:23  [4/4]       88190    1848    0        1      0      1      7      1      1      0      0      0      
22:06:24  [4/4]       88384    1398    0        1      0      1      8      1      1      0      0      0      
22:06:25  [4/4]       88385    1206    0        1      5      1      8      1      1      0      0      0      
22:06:26  [4/4]       87890    1209    0        1      0      2      6      11     1      0      0      0      
22:06:27  [4/4]       87881    1744    0        1      0      1      4      1      1      0      0      0      
22:06:28  [4/4]       88408    1752    0        1      0      1      7      1      1      0      0      0      
22:06:29  [4/4]       88483    1248    0        1      0      3      6      1      1      0      0      0      
22:06:30  [4/4]       88284    1176    0        5      0      1      7      1      1      0      0      0      
22:06:31  [4/4]       87671    1275    0        1      0      1      4      1      1      0      0      0      
22:06:32  [4/4]       87851    1863    0        1      0      1      7      1      1      0      0      0      
22:06:33  [4/4]       88140    1492    0        1      0      2      7      1      1      0      0      0      
22:06:34  [4/4]       88234    1372    0        1      0      1      7      1      1      0      0      0      
22:06:35  [4/4]       87862    1148    0        8      0      1      5      1      14     0      0      0      
22:06:36  [4/4]       87431    1410    0        1      0      1      4      1      1      0      0      0      
22:06:37  [4/4]       87697    1723    0        8      0      1      5      1      1      0      0      0      
22:06:38  [4/4]       87884    1435    0        1      0      3      6      1      1      0      0      0      
22:06:39  [4/4]       87797    1136    0        5      0      1      8      1      1      0      0      0      
22:06:40  [4/4]       87258    1217    0        1      0      2      7      1      1      0      0      0      
22:06:41  [4/4]       87083    1681    0        1      0      1      4      1      1      0      0      0      
22:06:42  [4/4]       87650    1802    0        3      0      1      5      1      1      0      0      0      
22:06:43  [4/4]       87514    1211    0        1      0      1      8      1      1      0      0      0      
22:06:44  [4/4]       87499    1180    0        1      0      1      9      1      1      0      0      0      
22:06:45  [4/4]       86882    1285    0        1      0      1      4      1      1      0      0      0      
22:06:46  [4/4]       86918    1813    0        1      0      1      7      1      1      0      0      0      
22:06:47  [4/4]       87478    1733    0        1      0      1      7      1      1      0      0      0      
22:06:48  [4/4]       87410    1241    0        1      0      2      7      1      1      0      0      0      
22:06:49  [4/4]       87127    1230    0        1      0      2      7      1      1      0      0      0      
22:06:50  [4/4]       86664    1422    0        1      0      1      4      1      1      0      0      0      
22:06:51  [4/4]       87267    1942    0        1      0      1      5      1      7      0      0      0      
22:06:52  [4/4]       87528    1502    0        1      0      1      8      1      1      0      0      0      
22:06:53  [4/4]       87415    1040    0        1      0      1      10     1      1      0      0      0      
22:06:54  [4/4]       86871    1202    0        1      0      1      7      11     1      0      0      0      
22:06:55  [4/4]       86696    1612    0        1      0      1      4      1      1      0      0      0      
22:06:56  [4/4]       87155    1899    0        3      0      1      6      1      1      0      0      0      
22:06:57  [4/4]       87105    1197    0        1      0      2      8      1      1      0      0      0      
22:06:58  [4/4]       87070    1162    0        1      0      2      8      1      1      0      0      0      
22:06:59  [4/4]       86582    1354    0        3      0      1      5      1      9      0      0      0      
22:07:00  [4/4]       86634    1790    0        1      0      1      4      1      1      0      0      0      
22:07:01  [4/4]       87226    1774    0        1      0      1      6      9      1      0      0      0      
22:07:02  [4/4]       87118    1161    0        7      0      1      6      1      1      0      0      0      
22:07:03  [4/4]       86970    1266    0        1      0      1      8      1      1      0      0      0      
22:07:04  [4/4]       86510    1315    0        1      0      1      4      1      1      0      0      0      
22:07:05  [4/4]       86975    1921    0        5      0      1      5      1      1      0      0      0      
22:07:06  [4/4]       87319    1462    0        1      0      2      7      1      1      0      0      0      
22:07:07  [4/4]       87185    1131    0        1      0      2      7      1      1      0      0      0      
22:07:08  [4/4]       86654    1174    0        1      0      2      7      1      1      0      0      0      
22:07:09  [4/4]       86348    1629    0        1      0      1      4      1      1      0      0      0      
22:07:10  [4/4]       86903    1874    0        1      0      3      5      1      1      0      0      0      
22:07:11  [4/4]       86826    1199    0        1      0      2      8      1      1      0      0      0      
22:07:12  [4/4]       86988    1406    0        3      0      1      5      8      1      0      0      0      
22:07:13  [4/4]       86464    1228    0        4      0      2      6      1      1      0      0      0      
22:07:14  [4/4]       86388    1670    0        1      0      1      4      1      1      0      0      0      
22:07:15  [4/4]       86932    1801    0        1      0      1      7      1      1      0      0      0      
22:07:16  [4/4]       86879    1193    0        1      0      1      9      1      1      0      0      0      
22:07:17  [4/4]       86733    1250    0        1      0      1      9      1      1      0      0      0      
22:07:18  [4/4]       86273    1269    0        1      0      1      4      1      1      0      0      0      
22:07:19  [4/4]       86662    1865    0        3      0      1      5      1      1      0      0      0      
22:07:20  [4/4]       86974    1540    0        1      0      1      6      9      9      0      0      0      
22:07:21  [4/4]       86800    1235    0        1      0      1      9      1      1      0      0      0      
22:07:22  [4/4]       86546    1233    0        1      0      2      7      1      1      0      0      0      
22:07:23  [4/4]       86176    1478    0        1      0      1      4      1      1      0      0      0      
22:07:24  [4/4]       86623    1845    0        1      0      1      7      1      1      0      0      0      
22:07:25  [4/4]       86812    1395    0        4      0      1      6      1      1      0      0      0      
22:07:26  [4/4]       86810    1207    0        4      0      2      6      1      1      0      0      0      
22:07:27  [4/4]       86270    1204    0        1      0      1      7      1      9      0      0      0      
22:07:28  [4/4]       86125    1607    0        1      0      1      4      1      1      0      0      0      
22:07:29  [4/4]       86702    1825    0        1      0      1      5      1      9      0      0      0      
22:07:30  [4/4]       86700    1174    0        1      0      1      9      1      1      0      0      0      
22:07:31  [4/4]       86654    1229    0        4      0      1      8      1      1      0      0      0      
22:07:32  [4/4]       86050    1259    0        1      0      1      4      1      1      0      0      0      
22:07:33  [4/4]       86428    1870    0        1      0      1      7      1      1      0      0      0      
22:07:34  [4/4]       86713    1657    0        1      0      1      6      1      8      0      0      0      
22:07:35  [4/4]       86777    1212    0        4      0      2      6      1      1      0      0      0      
22:07:36  [4/4]       86670    1303    0        1      0      2      6      1      1      0      0      0      
22:07:37  [4/4]       86562    1615    0        1      0      1      4      1      1      0      0      0      
22:07:38  [4/4]       87021    1894    0        1      0      3      4      1      1      0      0      0      
22:07:39  [4/4]       87375    1490    0        1      0      2      6      9      1      0      0      0      
22:07:40  [4/4]       87451    1293    0        1      0      2      6      9      1      0      0      0      
22:07:41  [4/4]       86998    1228    0        1      0      3      6      1      1      0      0      0      
22:07:42  [4/4]       86792    1596    0        1      0      1      4      1      1      0      0      0      
22:07:43  [4/4]       87474    1893    0        1      0      1      7      1      1      0      0      0      
22:07:44  [4/4]       87581    1287    0        1      0      1      8      1      1      0      0      0      
22:07:45  [4/4]       87560    1264    0        1      0      2      7      1      1      0      0      0      
22:07:46  [4/4]       86987    1240    0        1      0      1      4      1      1      0      0      0      
22:07:47  [4/4]       87084    1830    0        1      0      1      6      1      1      0      0      0      
22:07:48  [4/4]       87497    1654    0        4      0      2      6      1      1      0      0      0      
22:07:49  [4/4]       87487    1220    0        1      0      2      7      1      1      0      0      0      
22:07:50  [4/4]       87440    1375    0        3      0      1      5      10     1      0      0      0      
22:07:51  [4/4]       86792    1294    0        1      0      1      4      1      1      0      0      0      
22:07:52  [4/4]       87154    1864    0        1      0      1      7      1      1      0      0      0      
22:07:53  [4/4]       87625    1511    0        1      0      3      5      11     1      0      0      0      
22:07:54  [4/4]       87526    1103    0        5      0      3      5      1      1      0      0      0      
22:07:55  [4/4]       87150    1236    0        1      0      2      7      1      1      0      0      0      
22:07:56  [4/4]       86807    1556    0        1      0      1      4      1      1      0      0      0      
22:07:57  [4/4]       87477    1867    0        3      0      2      5      1      1      0      0      0      
22:07:58  [4/4]       87617    1302    0        1      0      2      7      1      1      0      0      0      
22:07:59  [4/4]       87444    1181    0        1      0      3      5      1      12     0      0      0      
22:08:00  [4/4]       86872    1218    0        1      0      1      4      1      1      0      0      0      
22:08:01  [4/4]       86947    1849    0        3      0      1      6      1      1      0      0      0      
